0,-0.451404,0.543736,-0.546316,0.449584,0.0310767,0.0219864,0.621395,262.5,159.75,119.75
1,-0.399051,0.584788,-0.583473,0.39792,0.0224187,0.0112198,0.625263,262.5,159.75,119.75
2,-0.340625,0.623092,-0.620968,0.33186,0.0150637,0.0177443,0.630291,262.5,159.75,119.75
3,-0.277621,0.65165,-0.651799,0.270994,0.00907755,0.019134,0.6256,262.5,159.75,119.75
4,-0.216885,0.672129,-0.67689,0.20742,0.00501715,0.0252314,0.620526,262.5,159.75,119.75
5,-0.154539,0.687998,-0.694678,0.142125,0.00328011,0.0299585,0.618617,262.5,159.75,119.75
6,-0.0896138,0.701276,-0.703091,0.076452,-0.00457714,0.0437886,0.627341,262.5,159.75,119.75
7,-0.0247367,0.707064,-0.706609,0.0123681,-0.00485261,0.0494012,0.631309,262.5,159.75,119.75
8,0.0434264,0.70724,-0.70355,-0.0542446,-0.0103379,0.0498172,0.639978,262.5,159.75,119.75
9,0.11126,0.699677,-0.695426,-0.120234,-0.00654546,0.0542212,0.640752,262.5,159.75,119.75
10,0.178002,0.685357,-0.681589,-0.184493,-0.0040093,0.0621642,0.640804,262.5,159.75,119.75
11,0.239696,0.666822,-0.661931,-0.244423,-0.0124821,0.0720193,0.645735,262.5,159.75,119.75
12,0.305557,0.638624,-0.634862,-0.309427,-0.00742471,0.0746798,0.649002,262.5,159.75,119.75
13,0.36639,0.606485,-0.601588,-0.368817,-0.00542575,0.085534,0.653245,262.5,159.75,119.75
14,0.421678,0.56961,-0.561805,-0.42674,0.00531576,0.122966,0.661834,262.5,159.75,119.75
15,0.473692,0.527851,-0.517604,-0.478617,0.0206111,0.128005,0.673909,262.5,159.75,119.75
16,0.523465,0.47775,-0.467973,-0.527959,0.0182305,0.125878,0.677918,262.5,159.75,119.75
17,0.565947,0.425447,-0.416934,-0.569969,0.01986,0.120786,0.676739,262.5,159.75,119.75
18,0.60357,0.368985,-0.363188,-0.60634,0.0243378,0.11612,0.677603,262.5,159.75,119.75
19,0.63615,0.307883,-0.305751,-0.637995,0.0281204,0.112865,0.679809,262.5,159.75,119.75
20,0.662904,0.247186,-0.24484,-0.662955,0.0242805,0.116043,0.680094,262.5,159.75,119.75
21,0.683182,0.183701,-0.182026,-0.682923,0.0296775,0.117221,0.679636,262.5,159.75,119.75
22,0.697755,0.114616,-0.113361,-0.697961,0.0319464,0.105889,0.677282,262.5,159.75,119.75
23,0.707079,0.0470724,-0.0477941,-0.703946,0.0377792,0.11771,0.67466,262.5,159.75,119.75
24,0.70876,-0.0232399,0.0185663,-0.704822,0.0409991,0.118132,0.671819,262.5,159.75,119.75
25,0.703596,-0.0903935,0.0829271,-0.699932,0.0509082,0.111783,0.671398,262.5,159.75,119.75
26,0.696612,-0.161168,0.15388,-0.681966,0.0235934,0.0916835,0.695356,262.5,159.75,119.75
27,0.67763,-0.221455,0.216945,-0.666866,0.00641391,0.0980846,0.689512,262.5,159.75,119.75
28,0.648627,-0.281295,0.281376,-0.648833,0.00619632,0.0737692,0.671335,262.5,159.75,119.75
29,0.613744,-0.342827,0.343409,-0.622783,0.0149122,0.0510365,0.652267,262.5,159.75,119.75
30,0.573034,-0.401706,0.405609,-0.588001,0.00659072,0.0567013,0.636077,262.5,159.75,119.75
31,0.532902,-0.486033,0.449044,-0.527396,-0.0449054,0.160447,0.700611,262.5,159.75,119.75
